dataset,phylo_prec,phylo_rec,phylo_f1,tnet_prec,tnet_rec,tnet_f1
SEIR01_sl1000_mr05_nv10_19,0.667,0.286,0.4,0.833,0.714,0.769
SEIR01_sl1000_mr05_nv10_2,1,0.875,0.933,0.889,1,0.941
SEIR01_sl1000_mr05_nv10_20,0.977,0.808,0.884,0.978,0.865,0.918
SEIR01_sl1000_mr05_nv10_3,0.944,0.68,0.791,0.875,0.84,0.857
SEIR01_sl1000_mr05_nv10_4,1,0.545,0.706,0.818,0.818,0.818
SEIR01_sl1000_mr05_nv10_5,0.938,0.833,0.882,0.889,0.889,0.889
SEIR01_sl1000_mr05_nv10_6,0.912,0.775,0.838,0.879,0.725,0.795
SEIR01_sl1000_mr05_nv10_7,0.921,0.761,0.833,0.902,0.804,0.851
SEIR01_sl1000_mr05_nv10_8,1,0.875,0.933,0.875,0.875,0.875
SEIR01_sl1000_mr05_nv10_9,1,0.885,0.939,0.96,0.923,0.941
SEIR01_sl250_mr025_nv10_1,0.882,0.333,0.484,0.763,0.644,0.699
SEIR01_sl250_mr025_nv10_10,1,0.353,0.522,0.714,0.882,0.789
SEIR01_sl250_mr025_nv10_11,0.667,0.25,0.364,0.667,0.625,0.645
SEIR01_sl250_mr025_nv10_12,0.952,0.465,0.625,0.75,0.837,0.791
SEIR01_sl250_mr025_nv10_13,0,0,0,0.333,0.333,0.333
SEIR01_sl250_mr025_nv10_14,0.875,0.457,0.6,0.714,0.543,0.617
SEIR01_sl250_mr025_nv10_15,0,0,0,0.667,0.857,0.75
SEIR01_sl250_mr025_nv10_16,0.867,0.283,0.426,0.629,0.478,0.543
SEIR01_sl250_mr025_nv10_17,1,0.125,0.222,0.5,0.625,0.556
SEIR01_sl250_mr025_nv10_18,1,0.344,0.512,0.733,0.688,0.71
SEIR01_sl250_mr025_nv10_19,1,0.667,0.8,0.9,0.75,0.818
SEIR01_sl250_mr025_nv10_2,0.5,0.071,0.125,0.714,0.714,0.714
SEIR01_sl250_mr025_nv10_20,0.625,0.278,0.385,0.722,0.722,0.722
SEIR01_sl250_mr025_nv10_3,1,0.556,0.714,0.741,0.741,0.741
SEIR01_sl250_mr025_nv10_4,0.857,0.429,0.571,0.8,0.857,0.828
SEIR01_sl250_mr025_nv10_5,0.909,0.244,0.385,0.742,0.561,0.639
SEIR01_sl250_mr025_nv10_6,0.8,0.182,0.296,0.652,0.682,0.667
SEIR01_sl250_mr025_nv10_7,0.8,0.286,0.421,0.706,0.857,0.774
SEIR01_sl250_mr025_nv10_8,1,0.353,0.522,0.906,0.853,0.879
SEIR01_sl250_mr025_nv10_9,0.913,0.344,0.5,0.824,0.689,0.75
SEIR01_sl500_mr025_nv10_1,0.667,0.2,0.308,0.625,0.5,0.556
SEIR01_sl500_mr025_nv10_10,0.833,0.714,0.769,0.733,0.786,0.759
SEIR01_sl500_mr025_nv10_11,0.818,0.529,0.643,0.722,0.765,0.743
SEIR01_sl500_mr025_nv10_12,1,0.647,0.786,0.872,0.804,0.837
SEIR01_sl500_mr025_nv10_13,0.909,0.5,0.645,0.867,0.65,0.743
SEIR01_sl500_mr025_nv10_14,1,0.667,0.8,1,0.667,0.8
SEIR01_sl500_mr025_nv10_15,1,0.845,0.916,0.911,0.879,0.895
SEIR01_sl500_mr025_nv10_16,0.9,0.6,0.72,0.733,0.733,0.733
SEIR01_sl500_mr025_nv10_17,0.5,0.167,0.25,0.4,0.333,0.364
SEIR01_sl500_mr025_nv10_18,0.75,0.5,0.6,0.5,0.5,0.5
SEIR01_sl500_mr025_nv10_19,0.667,0.25,0.364,0.6,0.75,0.667
SEIR01_sl500_mr025_nv10_2,1,0.25,0.4,0.714,0.625,0.667
SEIR01_sl500_mr025_nv10_20,0.759,0.688,0.721,0.793,0.719,0.754
SEIR01_sl500_mr025_nv10_3,0.929,0.619,0.743,0.842,0.762,0.8
SEIR01_sl500_mr025_nv10_4,0.667,0.286,0.4,0.75,0.857,0.8
SEIR01_sl500_mr025_nv10_5,1,0.4,0.571,0.6,0.6,0.6
SEIR01_sl500_mr025_nv10_6,0.977,0.811,0.887,0.904,0.887,0.895
SEIR01_sl500_mr025_nv10_7,0.957,0.647,0.772,0.857,0.882,0.87
SEIR01_sl500_mr025_nv10_8,1,0.312,0.476,0.762,1,0.865
SEIR01_sl500_mr025_nv10_9,1,0.667,0.8,0.778,0.778,0.778
,0.892135714285715,0.644442857142857,0.729985714285715,0.842107142857143,0.7951,0.812871428571428
