dataset,phylo_prec,phylo_rec,phylo_f1,tnet_prec,tnet_rec,tnet_f1
SEIR015_sl1000_mr025_nv10_13,1,0.1,0.182,0.25,0.2,0.222
SEIR015_sl1000_mr025_nv10_14,0.889,0.64,0.744,0.714,0.8,0.755
SEIR015_sl1000_mr025_nv10_15,1,0.603,0.753,0.652,0.517,0.577
SEIR015_sl1000_mr025_nv10_16,1,0.429,0.6,0.812,0.929,0.867
SEIR015_sl1000_mr025_nv10_17,0.906,0.763,0.829,0.771,0.711,0.74
SEIR015_sl1000_mr025_nv10_18,1,0.622,0.767,0.789,0.811,0.8
SEIR015_sl1000_mr025_nv10_19,0.867,0.684,0.765,0.714,0.789,0.75
SEIR015_sl1000_mr025_nv10_2,0.952,0.714,0.816,0.83,0.696,0.757
SEIR015_sl1000_mr025_nv10_20,1,0.375,0.545,0.889,1,0.941
SEIR015_sl1000_mr025_nv10_3,1,0.848,0.918,0.878,0.935,0.905
SEIR015_sl1000_mr025_nv10_4,0.973,0.818,0.889,0.844,0.864,0.854
SEIR015_sl1000_mr025_nv10_5,0.878,0.75,0.809,0.774,0.854,0.812
SEIR015_sl1000_mr025_nv10_6,1,0.87,0.93,0.913,0.913,0.913
SEIR015_sl1000_mr025_nv10_7,0.8,0.444,0.571,0.727,0.889,0.8
SEIR015_sl1000_mr025_nv10_8,1,0.75,0.857,0.81,0.85,0.829
SEIR015_sl1000_mr025_nv10_9,0.98,0.857,0.914,0.907,0.875,0.891
SEIR015_sl1000_mr025_nv20_1,1,0.6,0.75,0.684,0.867,0.765
SEIR015_sl1000_mr025_nv20_10,0.75,0.333,0.462,0.615,0.889,0.727
SEIR015_sl1000_mr025_nv20_11,1,0.769,0.87,0.769,0.769,0.769
SEIR015_sl1000_mr025_nv20_12,0.923,0.6,0.727,0.667,0.6,0.632
SEIR015_sl1000_mr025_nv20_13,1,0.222,0.364,0.75,1,0.857
SEIR015_sl1000_mr025_nv20_14,0.95,0.864,0.905,0.833,0.909,0.87
SEIR015_sl1000_mr025_nv20_15,1,0.375,0.545,0.704,0.792,0.745
SEIR015_sl1000_mr025_nv20_16,0.857,0.8,0.828,0.806,0.833,0.82
SEIR015_sl1000_mr025_nv20_17,0.958,0.821,0.885,0.86,0.875,0.867
SEIR015_sl1000_mr025_nv20_18,0.957,0.564,0.71,0.9,0.692,0.783
SEIR015_sl1000_mr025_nv20_19,0.667,0.182,0.286,0.529,0.818,0.643
SEIR015_sl1000_mr025_nv20_2,1,0.64,0.78,0.857,0.96,0.906
SEIR015_sl1000_mr025_nv20_20,0.643,0.474,0.545,0.571,0.632,0.6
SEIR015_sl1000_mr025_nv20_3,1,0.682,0.811,0.906,0.727,0.807
SEIR015_sl1000_mr025_nv20_4,0.963,0.788,0.867,0.839,0.788,0.812
SEIR015_sl1000_mr025_nv20_5,0.972,0.897,0.933,0.914,0.821,0.865
SEIR015_sl1000_mr025_nv20_6,0.947,0.474,0.632,0.739,0.895,0.81
SEIR015_sl1000_mr025_nv20_7,0.939,0.861,0.899,0.971,0.917,0.943
SEIR015_sl1000_mr025_nv20_8,0.957,0.672,0.789,0.817,0.731,0.772
SEIR015_sl1000_mr025_nv20_9,0.75,0.667,0.706,0.688,0.611,0.647
SEIR015_sl1000_mr025_nv5_1,1,0.357,0.526,0.727,0.571,0.64
SEIR015_sl1000_mr025_nv5_10,0.846,0.306,0.449,0.606,0.556,0.58
SEIR015_sl1000_mr025_nv5_11,0.971,0.723,0.829,0.895,0.723,0.8
SEIR015_sl1000_mr025_nv5_12,0.7,0.636,0.667,0.444,0.364,0.4
SEIR015_sl1000_mr025_nv5_13,1,0.677,0.808,0.793,0.742,0.767
SEIR015_sl1000_mr025_nv5_14,0.875,0.467,0.609,0.667,0.8,0.727
SEIR015_sl1000_mr025_nv5_15,0.915,0.662,0.768,0.763,0.692,0.726
SEIR015_sl1000_mr025_nv5_16,1,0.846,0.917,0.826,0.731,0.776
SEIR015_sl1000_mr025_nv5_17,0.968,0.732,0.833,0.868,0.805,0.835
SEIR015_sl1000_mr025_nv5_18,0.884,0.691,0.776,0.75,0.655,0.699
SEIR015_sl1000_mr025_nv5_19,1,0.182,0.308,0.636,0.636,0.636
SEIR015_sl1000_mr025_nv5_2,1,0.444,0.615,0.6,0.667,0.632
SEIR015_sl1000_mr025_nv5_20,1,0.659,0.794,0.816,0.756,0.785
SEIR015_sl1000_mr025_nv5_3,0.857,0.444,0.585,0.737,0.519,0.609
SEIR015_sl1000_mr025_nv5_4,0.944,0.68,0.791,0.846,0.66,0.742
SEIR015_sl1000_mr025_nv5_5,0.5,0.286,0.364,0.625,0.476,0.541
SEIR015_sl1000_mr025_nv5_6,0.889,0.387,0.539,0.614,0.435,0.509
SEIR015_sl1000_mr025_nv5_7,0.875,0.808,0.84,0.7,0.808,0.75
SEIR015_sl1000_mr025_nv5_8,1,0.696,0.821,0.81,0.739,0.773
SEIR015_sl1000_mr025_nv5_9,1,0.4,0.571,0.562,0.45,0.5
SEIR015_sl1000_mr05_nv10_1,0.917,0.647,0.759,0.706,0.706,0.706
SEIR015_sl1000_mr05_nv10_10,1,0.556,0.714,0.889,0.889,0.889
SEIR015_sl1000_mr05_nv10_11,0.667,0.25,0.364,0.375,0.375,0.375
SEIR015_sl1000_mr05_nv10_12,1,0.125,0.222,0.667,0.75,0.706
SEIR015_sl1000_mr05_nv10_13,0.98,0.82,0.893,0.889,0.918,0.903
SEIR015_sl1000_mr05_nv10_14,0.946,0.761,0.843,0.711,0.587,0.643
SEIR015_sl1000_mr05_nv10_15,1,0.545,0.706,0.714,0.909,0.8
SEIR015_sl1000_mr05_nv10_16,0.903,0.683,0.778,0.86,0.902,0.881
SEIR015_sl1000_mr05_nv10_17,0.95,0.551,0.697,0.797,0.855,0.825
SEIR015_sl1000_mr05_nv10_18,0.96,0.585,0.727,0.766,0.878,0.818
SEIR015_sl1000_mr05_nv10_19,1,0.531,0.694,0.818,0.844,0.831
SEIR015_sl1000_mr05_nv10_2,0.95,0.905,0.927,0.789,0.714,0.75
SEIR015_sl1000_mr05_nv10_20,0.9,0.439,0.59,0.56,0.341,0.424
SEIR015_sl1000_mr05_nv10_3,1,0.696,0.821,0.797,0.839,0.817
SEIR015_sl1000_mr05_nv10_4,1,0.594,0.745,0.714,0.781,0.746
SEIR015_sl1000_mr05_nv10_5,0.857,0.545,0.667,0.643,0.818,0.72
SEIR015_sl1000_mr05_nv10_6,1,0.833,0.909,0.793,0.767,0.78
SEIR015_sl1000_mr05_nv10_7,1,0.231,0.375,0.714,0.769,0.741
SEIR015_sl1000_mr05_nv10_8,1,0.833,0.909,0.765,0.722,0.743
SEIR015_sl1000_mr05_nv10_9,1,0.533,0.696,0.65,0.867,0.743
SEIR015_sl250_mr025_nv10_1,0.667,0.118,0.2,0.64,0.941,0.762
SEIR015_sl250_mr025_nv10_10,0.909,0.169,0.286,0.551,0.458,0.5
SEIR015_sl250_mr025_nv10_11,0.562,0.265,0.36,0.562,0.529,0.545
SEIR015_sl250_mr025_nv10_12,0.875,0.163,0.275,0.536,0.698,0.606
SEIR015_sl250_mr025_nv10_13,0.909,0.625,0.741,0.786,0.688,0.733
SEIR015_sl250_mr025_nv10_14,1,0.08,0.148,0.444,0.48,0.462
SEIR015_sl250_mr025_nv10_15,0.824,0.286,0.424,0.556,0.612,0.583
SEIR015_sl250_mr025_nv10_16,0,0,0,0.385,0.556,0.455
SEIR015_sl250_mr025_nv10_17,0,0,0,0.222,0.167,0.19
SEIR015_sl250_mr025_nv10_18,0,0,0,0.333,0.364,0.348
SEIR015_sl250_mr025_nv10_19,0.727,0.216,0.333,0.361,0.351,0.356
SEIR015_sl250_mr025_nv10_2,0.667,0.091,0.16,0.143,0.136,0.14
SEIR015_sl250_mr025_nv10_20,0.9,0.273,0.419,0.581,0.758,0.658
SEIR015_sl250_mr025_nv10_3,0.25,0.067,0.105,0.25,0.267,0.258
SEIR015_sl250_mr025_nv10_4,0.6,0.24,0.343,0.625,0.8,0.702
SEIR015_sl250_mr025_nv10_5,1,0.25,0.4,0.556,0.625,0.588
SEIR015_sl250_mr025_nv10_6,0.929,0.371,0.531,0.5,0.6,0.545
SEIR015_sl250_mr025_nv10_7,1,0.25,0.4,0.375,0.375,0.375
SEIR015_sl250_mr025_nv10_8,0.895,0.63,0.739,0.741,0.741,0.741
SEIR015_sl250_mr025_nv10_9,0.75,0.2,0.316,0.533,0.533,0.533
SEIR015_sl500_mr025_nv10_1,1,0.6,0.75,0.5,0.8,0.615
SEIR015_sl500_mr025_nv10_10,0.912,0.721,0.805,0.778,0.814,0.795
SEIR015_sl500_mr025_nv10_11,0,0,0,0.833,0.625,0.714
SEIR015_sl500_mr025_nv10_12,1,0.566,0.723,0.66,0.623,0.641
SEIR015_sl500_mr025_nv10_13,0.933,0.5,0.651,0.611,0.786,0.688
SEIR015_sl500_mr025_nv10_14,1,0.556,0.714,0.889,0.889,0.889
SEIR015_sl500_mr025_nv10_15,0.911,0.707,0.796,0.787,0.828,0.807
SEIR015_sl500_mr025_nv10_16,1,0.333,0.5,0.769,0.833,0.8
SEIR015_sl500_mr025_nv10_17,1,0.5,0.667,0.647,0.786,0.71
SEIR015_sl500_mr025_nv10_18,0.789,0.577,0.667,0.609,0.538,0.571
SEIR015_sl500_mr025_nv10_19,1,0.4,0.571,0.909,1,0.952
SEIR015_sl500_mr025_nv10_2,0.833,0.625,0.714,0.75,0.75,0.75
SEIR015_sl500_mr025_nv10_20,0.944,0.531,0.68,0.764,0.656,0.706
SEIR015_sl500_mr025_nv10_3,0.952,0.541,0.69,0.667,0.541,0.597
SEIR015_sl500_mr025_nv10_4,0.889,0.39,0.542,0.682,0.732,0.706
SEIR015_sl500_mr025_nv10_5,0.9,0.643,0.75,0.75,0.857,0.8
SEIR015_sl500_mr025_nv10_6,0.778,0.368,0.5,0.481,0.684,0.565
SEIR015_sl500_mr025_nv10_7,0.939,0.5,0.653,0.804,0.661,0.726
SEIR015_sl500_mr025_nv10_8,0.968,0.448,0.612,0.765,0.776,0.77
SEIR015_sl500_mr025_nv10_9,1,0.273,0.429,0.588,0.909,0.714
SEIR01_sl1000_mr0125_nv10_1,1,0.722,0.839,0.824,0.778,0.8
SEIR01_sl1000_mr0125_nv10_10,0.922,0.87,0.895,0.885,0.852,0.868
SEIR01_sl1000_mr0125_nv10_11,1,0.923,0.96,0.923,0.923,0.923
SEIR01_sl1000_mr0125_nv10_12,1,0.2,0.333,0.25,0.2,0.222
SEIR01_sl1000_mr0125_nv10_13,1,0.8,0.889,0.909,1,0.952
SEIR01_sl1000_mr0125_nv10_14,0.963,0.867,0.912,0.903,0.933,0.918
SEIR01_sl1000_mr0125_nv10_15,1,0.875,0.933,0.957,0.917,0.936
SEIR01_sl1000_mr0125_nv10_16,1,0.571,0.727,0.857,0.857,0.857
SEIR01_sl1000_mr0125_nv10_17,0.75,0.5,0.6,0.846,0.917,0.88
SEIR01_sl1000_mr0125_nv10_18,0.923,0.8,0.857,0.83,0.867,0.848
SEIR01_sl1000_mr0125_nv10_19,1,0.767,0.868,0.933,0.933,0.933
SEIR01_sl1000_mr0125_nv10_2,1,0.808,0.894,1,1,1
SEIR01_sl1000_mr0125_nv10_20,0.95,0.76,0.844,0.889,0.96,0.923
SEIR01_sl1000_mr0125_nv10_3,1,0.842,0.914,0.878,0.947,0.911
SEIR01_sl1000_mr0125_nv10_4,0.9,0.75,0.818,0.769,0.833,0.8
SEIR01_sl1000_mr0125_nv10_5,0.974,0.809,0.884,0.894,0.894,0.894
SEIR01_sl1000_mr0125_nv10_6,0.933,0.875,0.903,0.894,0.875,0.884
SEIR01_sl1000_mr0125_nv10_7,0.973,0.923,0.947,0.973,0.923,0.947
SEIR01_sl1000_mr0125_nv10_8,0.8,0.667,0.727,0.714,0.833,0.769
SEIR01_sl1000_mr0125_nv10_9,0.978,0.936,0.957,0.938,0.957,0.947
SEIR01_sl1000_mr025_nv10_1,0.96,0.857,0.906,0.897,0.929,0.912
SEIR01_sl1000_mr025_nv10_10,0.875,0.778,0.824,0.778,0.778,0.778
SEIR01_sl1000_mr025_nv10_11,1,0.829,0.906,0.895,0.971,0.932
SEIR01_sl1000_mr025_nv10_12,0.833,0.625,0.714,0.7,0.875,0.778
SEIR01_sl1000_mr025_nv10_13,0.944,0.85,0.895,0.762,0.8,0.78
SEIR01_sl1000_mr025_nv10_14,0.903,0.824,0.862,0.833,0.882,0.857
SEIR01_sl1000_mr025_nv10_15,0.8,0.8,0.8,0.8,0.8,0.8
SEIR01_sl1000_mr025_nv10_16,0.949,0.881,0.914,0.949,0.881,0.914
SEIR01_sl1000_mr025_nv10_17,0.85,0.756,0.8,0.857,0.8,0.828
SEIR01_sl1000_mr025_nv10_18,0.875,0.778,0.824,0.8,0.889,0.842
SEIR01_sl1000_mr025_nv10_19,0.898,0.746,0.815,0.778,0.831,0.803
SEIR01_sl1000_mr025_nv10_2,0.947,0.818,0.878,0.875,0.955,0.913
SEIR01_sl1000_mr025_nv10_20,0.933,0.824,0.875,0.833,0.882,0.857
SEIR01_sl1000_mr025_nv10_3,0.886,0.796,0.839,0.86,0.878,0.869
SEIR01_sl1000_mr025_nv10_4,0.957,0.865,0.909,0.926,0.962,0.943
SEIR01_sl1000_mr025_nv10_5,0.925,0.841,0.881,0.905,0.864,0.884
SEIR01_sl1000_mr025_nv10_6,0.833,0.714,0.769,0.857,0.857,0.857
SEIR01_sl1000_mr025_nv10_7,0.875,0.7,0.778,0.85,0.85,0.85
SEIR01_sl1000_mr025_nv10_8,0.818,0.667,0.735,0.821,0.852,0.836
SEIR01_sl1000_mr025_nv10_9,0.911,0.872,0.891,0.872,0.872,0.872
SEIR01_sl1000_mr025_nv20_1,0.897,0.812,0.852,0.857,0.938,0.896
SEIR01_sl1000_mr025_nv20_10,1,0.444,0.615,0.636,0.778,0.7
SEIR01_sl1000_mr025_nv20_11,0.667,0.4,0.5,0.8,0.8,0.8
SEIR01_sl1000_mr025_nv20_12,1,0.722,0.839,0.773,0.944,0.85
SEIR01_sl1000_mr025_nv20_13,0.917,0.759,0.83,0.864,0.879,0.872
SEIR01_sl1000_mr025_nv20_14,0.889,0.615,0.727,0.8,0.923,0.857
SEIR01_sl1000_mr025_nv20_15,0.952,0.87,0.909,0.913,0.913,0.913
SEIR01_sl1000_mr025_nv20_16,1,0.286,0.444,0.5,0.857,0.632
SEIR01_sl1000_mr025_nv20_17,1,0.84,0.913,0.815,0.88,0.846
SEIR01_sl1000_mr025_nv20_18,0.913,0.808,0.857,0.852,0.885,0.868
SEIR01_sl1000_mr025_nv20_19,0.94,0.887,0.913,0.943,0.943,0.943
SEIR01_sl1000_mr025_nv20_2,0.889,0.762,0.821,0.902,0.881,0.892
SEIR01_sl1000_mr025_nv20_20,0.957,0.71,0.815,0.781,0.806,0.794
SEIR01_sl1000_mr025_nv20_3,0.889,0.762,0.821,0.87,0.952,0.909
SEIR01_sl1000_mr025_nv20_4,0.857,0.75,0.8,0.75,0.75,0.75
SEIR01_sl1000_mr025_nv20_5,0.964,0.818,0.885,0.829,0.879,0.853
SEIR01_sl1000_mr025_nv20_6,1,0.909,0.952,0.917,1,0.957
SEIR01_sl1000_mr025_nv20_7,0.812,0.765,0.788,0.833,0.882,0.857
SEIR01_sl1000_mr025_nv20_8,0.75,0.6,0.667,0.6,0.6,0.6
SEIR01_sl1000_mr025_nv20_9,1,0.917,0.957,0.923,1,0.96
SEIR01_sl1000_mr025_nv5_1,0.889,0.78,0.831,0.842,0.78,0.81
SEIR01_sl1000_mr025_nv5_10,0.944,0.515,0.667,0.778,0.636,0.7
SEIR01_sl1000_mr025_nv5_11,1,0.632,0.774,0.8,0.842,0.821
SEIR01_sl1000_mr025_nv5_12,0.857,0.632,0.727,0.737,0.737,0.737
SEIR01_sl1000_mr025_nv5_13,1,0.667,0.8,0.917,0.917,0.917
SEIR01_sl1000_mr025_nv5_14,0.917,0.55,0.687,0.9,0.9,0.9
SEIR01_sl1000_mr025_nv5_15,0.769,0.741,0.755,0.75,0.778,0.764
SEIR01_sl1000_mr025_nv5_16,0.923,0.667,0.774,0.882,0.833,0.857
SEIR01_sl1000_mr025_nv5_17,0.889,0.727,0.8,0.917,1,0.957
SEIR01_sl1000_mr025_nv5_18,0.875,0.596,0.709,0.886,0.83,0.857
SEIR01_sl1000_mr025_nv5_19,0.965,0.948,0.957,0.966,0.966,0.966
SEIR01_sl1000_mr025_nv5_2,0.9,0.562,0.692,0.765,0.812,0.788
SEIR01_sl1000_mr025_nv5_20,0.941,0.667,0.78,0.81,0.708,0.756
SEIR01_sl1000_mr025_nv5_3,0.889,0.8,0.842,0.75,0.9,0.818
SEIR01_sl1000_mr025_nv5_4,0.8,0.72,0.758,0.851,0.8,0.825
SEIR01_sl1000_mr025_nv5_5,0.804,0.725,0.763,0.711,0.627,0.667
SEIR01_sl1000_mr025_nv5_6,0.75,0.75,0.75,0.75,0.75,0.75
SEIR01_sl1000_mr025_nv5_7,1,0.7,0.824,1,1,1
SEIR01_sl1000_mr025_nv5_8,0.9,0.783,0.837,0.84,0.913,0.875
SEIR01_sl1000_mr025_nv5_9,0.833,0.556,0.667,0.778,0.778,0.778
SEIR01_sl1000_mr05_nv10_1,0.909,0.769,0.833,0.923,0.923,0.923
SEIR01_sl1000_mr05_nv10_10,1,0.714,0.833,0.778,1,0.875
SEIR01_sl1000_mr05_nv10_11,0.92,0.719,0.807,0.75,0.844,0.794
SEIR01_sl1000_mr05_nv10_12,0.9,0.776,0.833,0.891,0.845,0.867
SEIR01_sl1000_mr05_nv10_13,0.857,0.75,0.8,0.875,0.875,0.875
SEIR01_sl1000_mr05_nv10_14,0.935,0.744,0.829,0.784,0.744,0.763
SEIR01_sl1000_mr05_nv10_15,0.857,0.75,0.8,0.875,0.875,0.875
SEIR01_sl1000_mr05_nv10_16,0.952,0.909,0.93,0.955,0.955,0.955
SEIR01_sl1000_mr05_nv10_17,0.913,0.955,0.933,0.909,0.909,0.909
SEIR01_sl1000_mr05_nv10_18,0.936,0.786,0.854,0.864,0.911,0.887
SEIR01_sl1000_mr05_nv10_19,0.8,0.571,0.667,0.714,0.714,0.714
SEIR01_sl1000_mr05_nv10_2,1,0.875,0.933,0.889,1,0.941
SEIR01_sl1000_mr05_nv10_20,0.952,0.769,0.851,0.873,0.923,0.897
SEIR01_sl1000_mr05_nv10_3,0.9,0.72,0.8,0.808,0.84,0.824
SEIR01_sl1000_mr05_nv10_4,0.778,0.636,0.7,0.615,0.727,0.667
SEIR01_sl1000_mr05_nv10_5,0.938,0.833,0.882,0.889,0.889,0.889
SEIR01_sl1000_mr05_nv10_6,0.909,0.75,0.822,0.872,0.85,0.861
SEIR01_sl1000_mr05_nv10_7,0.897,0.761,0.824,0.867,0.848,0.857
SEIR01_sl1000_mr05_nv10_8,0.857,0.75,0.8,0.875,0.875,0.875
SEIR01_sl1000_mr05_nv10_9,1,0.885,0.939,0.963,1,0.981
SEIR01_sl250_mr025_nv10_1,0.857,0.4,0.545,0.627,0.711,0.667
SEIR01_sl250_mr025_nv10_10,0.857,0.353,0.5,0.591,0.765,0.667
SEIR01_sl250_mr025_nv10_11,0.6,0.188,0.286,0.556,0.625,0.588
SEIR01_sl250_mr025_nv10_12,0.885,0.535,0.667,0.679,0.837,0.75
SEIR01_sl250_mr025_nv10_13,0,0,0,0.286,0.333,0.308
SEIR01_sl250_mr025_nv10_14,0.88,0.478,0.62,0.547,0.63,0.586
SEIR01_sl250_mr025_nv10_15,0,0,0,0.5,0.857,0.632
SEIR01_sl250_mr025_nv10_16,0.789,0.326,0.462,0.49,0.543,0.515
SEIR01_sl250_mr025_nv10_17,1,0.125,0.222,0.429,0.75,0.545
SEIR01_sl250_mr025_nv10_18,1,0.406,0.578,0.617,0.906,0.734
SEIR01_sl250_mr025_nv10_19,1,0.5,0.667,0.769,0.833,0.8
SEIR01_sl250_mr025_nv10_2,0.75,0.214,0.333,0.579,0.786,0.667
SEIR01_sl250_mr025_nv10_20,0.875,0.389,0.538,0.619,0.722,0.667
SEIR01_sl250_mr025_nv10_3,0.909,0.37,0.526,0.613,0.704,0.655
SEIR01_sl250_mr025_nv10_4,0.889,0.571,0.696,0.706,0.857,0.774
SEIR01_sl250_mr025_nv10_5,0.882,0.366,0.517,0.614,0.659,0.635
SEIR01_sl250_mr025_nv10_6,0.714,0.227,0.345,0.533,0.727,0.615
SEIR01_sl250_mr025_nv10_7,0.6,0.214,0.316,0.611,0.786,0.688
SEIR01_sl250_mr025_nv10_8,1,0.382,0.553,0.725,0.853,0.784
SEIR01_sl250_mr025_nv10_9,0.87,0.328,0.476,0.793,0.754,0.773
SEIR01_sl500_mr025_nv10_1,0.667,0.2,0.308,0.583,0.7,0.636
SEIR01_sl500_mr025_nv10_10,0.833,0.714,0.769,0.733,0.786,0.759
SEIR01_sl500_mr025_nv10_11,0.9,0.529,0.667,0.667,0.824,0.737
SEIR01_sl500_mr025_nv10_12,0.889,0.627,0.736,0.804,0.804,0.804
SEIR01_sl500_mr025_nv10_13,0.923,0.6,0.727,0.778,0.7,0.737
SEIR01_sl500_mr025_nv10_14,1,0.667,0.8,0.833,0.833,0.833
SEIR01_sl500_mr025_nv10_15,1,0.845,0.916,0.879,0.879,0.879
SEIR01_sl500_mr025_nv10_16,0.889,0.533,0.667,0.611,0.733,0.667
SEIR01_sl500_mr025_nv10_17,0,0,0,0.4,0.333,0.364
SEIR01_sl500_mr025_nv10_18,0.6,0.5,0.545,0.571,0.667,0.615
SEIR01_sl500_mr025_nv10_19,0.5,0.125,0.2,0.583,0.875,0.7
SEIR01_sl500_mr025_nv10_2,1,0.5,0.667,0.778,0.875,0.824
SEIR01_sl500_mr025_nv10_20,0.846,0.688,0.759,0.75,0.75,0.75
SEIR01_sl500_mr025_nv10_3,0.833,0.476,0.606,0.64,0.762,0.696
SEIR01_sl500_mr025_nv10_4,0.667,0.286,0.4,0.75,0.857,0.8
SEIR01_sl500_mr025_nv10_5,1,0.4,0.571,0.5,0.8,0.615
SEIR01_sl500_mr025_nv10_6,0.932,0.774,0.845,0.828,0.906,0.865
SEIR01_sl500_mr025_nv10_7,0.913,0.618,0.737,0.784,0.853,0.817
SEIR01_sl500_mr025_nv10_8,0.875,0.438,0.583,0.75,0.938,0.833
SEIR01_sl500_mr025_nv10_9,1,0.667,0.8,0.8,0.889,0.842
SIR003_sl1000_mr025_nv10_1,0.769,0.714,0.741,0.667,0.714,0.69
SIR003_sl1000_mr025_nv10_10,0.909,0.769,0.833,0.846,0.846,0.846
SIR003_sl1000_mr025_nv10_11,0.68,0.567,0.618,0.633,0.633,0.633
SIR003_sl1000_mr025_nv10_12,0.822,0.755,0.787,0.816,0.816,0.816
SIR003_sl1000_mr025_nv10_13,0.667,0.364,0.471,0.5,0.364,0.421
SIR003_sl1000_mr025_nv10_14,1,0.733,0.846,0.867,0.867,0.867
SIR003_sl1000_mr025_nv10_15,0.7,0.583,0.636,0.714,0.625,0.667
SIR003_sl1000_mr025_nv10_16,0.667,0.471,0.552,0.75,0.706,0.727
SIR003_sl1000_mr025_nv10_17,0.842,0.696,0.762,0.826,0.826,0.826
SIR003_sl1000_mr025_nv10_18,1,1,1,1,1,1
SIR003_sl1000_mr025_nv10_19,0.706,0.5,0.585,0.704,0.792,0.745
SIR003_sl1000_mr025_nv10_2,0.941,0.842,0.889,0.889,0.842,0.865
SIR003_sl1000_mr025_nv10_20,0.75,0.667,0.706,0.7,0.778,0.737
SIR003_sl1000_mr025_nv10_3,1,0.692,0.818,0.917,0.846,0.88
SIR003_sl1000_mr025_nv10_4,0.778,0.677,0.724,0.806,0.806,0.806
SIR003_sl1000_mr025_nv10_5,1,0.571,0.727,0.75,0.857,0.8
SIR003_sl1000_mr025_nv10_6,0.842,0.696,0.762,0.783,0.783,0.783
SIR003_sl1000_mr025_nv10_7,0.615,0.5,0.552,0.579,0.688,0.629
SIR003_sl1000_mr025_nv10_8,0.917,0.733,0.815,0.867,0.867,0.867
SIR003_sl1000_mr025_nv10_9,0.682,0.536,0.6,0.63,0.607,0.618
SIR003_sl1000_mr05_nv10_1,0.833,0.588,0.69,0.75,0.706,0.727
SIR003_sl1000_mr05_nv10_10,1,0.769,0.87,0.846,0.846,0.846
SIR003_sl1000_mr05_nv10_11,0.724,0.6,0.656,0.724,0.6,0.656
SIR003_sl1000_mr05_nv10_12,0.827,0.782,0.804,0.833,0.818,0.826
SIR003_sl1000_mr05_nv10_13,0.804,0.732,0.766,0.852,0.821,0.836
SIR003_sl1000_mr05_nv10_14,1,0.8,0.889,0.909,1,0.952
SIR003_sl1000_mr05_nv10_15,0.9,0.692,0.783,0.846,0.846,0.846
SIR003_sl1000_mr05_nv10_16,0.818,0.72,0.766,0.731,0.76,0.745
SIR003_sl1000_mr05_nv10_17,0.75,0.429,0.545,0.75,0.429,0.545
SIR003_sl1000_mr05_nv10_18,0.929,0.565,0.703,0.739,0.739,0.739
SIR003_sl1000_mr05_nv10_19,0.867,0.703,0.776,0.786,0.892,0.835
SIR003_sl1000_mr05_nv10_2,0.909,0.667,0.769,0.933,0.933,0.933
SIR003_sl1000_mr05_nv10_20,0.5,0.444,0.471,0.667,0.444,0.533
SIR003_sl1000_mr05_nv10_3,0.75,0.6,0.667,0.6,0.6,0.6
SIR003_sl1000_mr05_nv10_4,1,0.692,0.818,0.786,0.846,0.815
SIR003_sl1000_mr05_nv10_5,0.561,0.5,0.529,0.595,0.543,0.568
